,Australia daily,Australia_whole,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,China daily,China_whole,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,Denmark daily,Denmark_whole,Denmark,Denmark,Denmark,Indonesia daily,Indonesia,Ireland daily,Ireland,Japan daily,Japan,Portugal daily,Portugal,Singapore daily,Singapore,Spain daily,Spain,Turkey daily,Turkey,US daily,US,United Arab Emirates daily,United Arab Emirates,UK daily,UK_whole,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Uruguay daily,Uruguay
7/31/20,5,201,3,50,0,6,4,13,116,9,2,4661,6,9,6,1,2,8,2,2,6,6,13,22,27,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,615,0,0,615,73,5131,0,1763,1,1008,8,1735,0,27,2,28445,17,5691,1237,153989,2,351,20,41274,0,9,1,1,47,0,0,24,1,0,2,41189,0,35
8/1/20,7,208,3,50,0,6,4,13,123,9,6,4667,6,9,6,1,2,8,2,2,6,6,13,22,33,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,615,0,0,615,62,5193,0,1763,4,1012,2,1737,0,27,0,28445,19,5710,1087,155076,0,351,13,41287,0,9,1,1,47,0,0,24,1,0,2,41202,0,35
8/2/20,13,221,3,50,0,6,4,13,136,9,2,4669,6,9,6,1,2,8,2,2,6,6,13,22,35,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,615,0,0,615,43,5236,0,1763,1,1013,1,1738,0,27,0,28445,18,5728,438,155514,0,351,5,41292,0,9,1,1,47,0,0,24,1,0,2,41207,1,36
8/3/20,11,232,3,50,0,6,4,13,147,9,3,4672,6,9,6,1,2,8,2,2,6,6,13,22,38,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,616,0,0,616,66,5302,0,1763,5,1018,0,1738,0,27,27,28472,19,5747,583,156097,0,351,1,41293,0,9,1,1,47,0,0,24,1,0,2,41208,0,36
8/4/20,15,247,3,50,0,6,4,13,162,9,4,4676,6,9,6,1,2,8,2,2,6,6,13,22,42,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,616,0,0,616,86,5388,0,1763,5,1023,1,1739,0,27,26,28498,18,5765,1284,157381,0,351,18,41311,0,9,1,1,47,0,0,24,1,0,2,41226,1,37
8/5/20,8,255,3,50,0,6,4,13,170,9,1,4677,6,9,6,1,2,8,2,2,6,6,13,22,43,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,616,0,0,616,64,5452,0,1763,5,1028,1,1740,0,27,1,28499,19,5784,1440,158821,2,353,14,41325,0,9,1,1,47,0,0,24,1,0,2,41240,0,37
8/6/20,11,266,3,50,0,6,4,13,181,9,3,4680,6,9,6,1,2,8,2,2,6,6,13,22,46,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,617,0,0,617,69,5521,5,1768,6,1034,3,1743,0,27,1,28500,14,5798,1237,160058,1,354,18,41343,0,9,1,1,47,0,0,24,1,0,2,41258,0,37
8/7/20,12,278,3,50,0,6,4,13,193,9,1,4681,6,9,6,1,2,8,2,2,6,6,13,22,47,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,617,0,0,617,72,5593,4,1772,8,1042,3,1746,0,27,3,28503,15,5813,1243,161301,2,356,12,41355,0,9,1,1,47,0,0,24,1,0,2,41270,0,37
8/8/20,17,295,3,50,0,6,4,13,210,9,0,4681,6,9,6,1,2,8,2,2,6,6,13,22,47,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,617,0,0,617,65,5658,0,1772,0,1042,4,1750,0,27,0,28503,16,5829,1070,162371,0,356,3,41358,0,9,1,1,47,0,0,24,1,0,2,41273,0,37
8/9/20,18,313,3,50,0,6,4,13,228,9,5,4686,6,9,6,1,2,8,2,2,6,6,13,22,52,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,617,0,0,617,65,5723,0,1772,5,1047,6,1756,0,27,0,28503,15,5844,521,162892,1,357,5,41363,0,9,1,1,47,0,0,24,1,0,2,41278,0,37
8/10/20,18,331,3,50,0,6,4,13,246,9,3,4689,6,9,6,1,2,8,2,2,6,6,13,22,55,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,620,0,0,620,42,5765,0,1772,5,1052,3,1759,0,27,73,28576,14,5858,634,163526,0,357,18,41381,0,9,1,1,47,0,0,24,1,0,2,41296,0,37
8/11/20,21,352,3,50,0,6,4,13,267,9,4,4693,6,9,6,1,2,8,2,2,6,6,13,22,59,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,621,0,0,621,59,5824,1,1773,6,1058,2,1761,0,27,5,28581,15,5873,1024,164550,1,358,13,41394,0,9,1,1,47,0,0,24,1,0,2,41309,0,37
8/12/20,9,361,3,51,0,6,4,13,275,9,4,4697,6,9,6,1,2,8,2,2,6,6,13,22,63,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,79,5903,1,1774,8,1066,3,1764,0,27,-2,28579,18,5891,1504,166054,0,358,20,41414,0,9,1,1,47,0,0,24,1,0,2,41329,0,37
8/13/20,14,375,3,51,0,6,4,13,289,9,3,4700,6,9,6,1,2,8,2,2,6,6,13,22,66,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,65,5968,0,1774,7,1073,6,1770,0,27,26,28605,21,5912,1064,167118,0,358,18,41432,0,9,1,1,47,0,0,24,1,0,2,41347,0,37
8/14/20,4,379,3,51,0,6,4,13,293,9,1,4701,6,9,6,1,2,8,2,2,6,6,13,22,67,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,53,6021,0,1774,7,1080,2,1772,0,27,12,28617,22,5934,1337,168455,1,359,11,41443,0,9,1,1,47,0,0,24,1,0,2,41358,1,38
8/15/20,17,396,3,52,0,6,4,13,309,9,2,4703,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,50,6071,0,1774,13,1093,3,1775,0,27,0,28617,21,5955,1000,169455,2,361,3,41446,0,9,1,1,47,0,0,24,1,0,2,41361,0,38
8/16/20,25,421,3,52,0,6,4,13,334,9,0,4703,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,79,6150,0,1774,10,1103,3,1778,0,27,0,28617,19,5974,615,170070,3,364,5,41451,0,9,1,1,47,0,0,24,1,0,2,41366,0,38
8/17/20,17,438,3,52,0,6,4,13,351,9,0,4703,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,57,6207,0,1774,9,1112,1,1779,0,27,29,28646,22,5996,493,170563,0,364,3,41454,0,9,1,1,47,0,0,24,1,0,2,41369,2,40
8/18/20,12,450,3,52,0,6,4,13,363,9,2,4705,6,9,6,1,2,8,2,2,6,6,13,22,71,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,70,6277,1,1775,23,1135,5,1784,0,27,24,28670,20,6016,1227,171790,2,366,12,41466,0,9,1,1,47,0,0,24,1,0,2,41381,0,40
8/19/20,13,463,3,52,0,6,4,13,376,9,1,4706,6,9,6,1,2,8,2,2,6,6,13,22,72,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,69,6346,0,1775,13,1148,2,1786,0,27,127,28797,23,6039,1335,173125,1,367,17,41483,0,9,1,1,48,0,0,24,1,0,2,41397,0,40
8/20/20,9,472,3,52,0,6,4,13,385,9,3,4709,6,9,6,1,2,8,2,2,6,6,13,22,75,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,72,6418,1,1776,9,1157,2,1788,0,27,16,28813,19,6058,1105,174230,2,369,6,41489,0,9,1,1,48,0,0,24,1,0,2,41403,1,41
8/21/20,13,485,3,52,0,6,4,13,398,9,0,4709,6,9,6,1,2,8,2,2,6,6,13,22,75,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,621,0,0,621,82,6500,0,1776,18,1175,4,1792,0,27,25,28838,22,6080,1083,175313,1,370,2,41491,0,9,1,1,48,0,0,24,1,0,2,41405,1,42
8/22/20,17,502,3,52,0,6,4,13,415,9,2,4711,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,622,0,0,622,94,6594,1,1777,4,1179,2,1794,0,27,0,28838,22,6102,909,176222,2,372,18,41509,0,9,1,1,48,0,0,24,1,0,2,41423,0,42
8/23/20,15,517,3,52,0,6,4,13,430,9,0,4711,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,622,0,0,622,86,6680,0,1777,9,1188,2,1796,0,27,0,28838,19,6121,546,176768,3,375,6,41515,0,9,1,1,48,0,0,24,1,0,2,41429,0,42
8/24/20,8,525,3,52,0,6,4,13,438,9,0,4711,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,623,0,0,623,79,6759,0,1777,13,1201,5,1801,0,27,34,28872,18,6139,476,177244,1,376,4,41519,0,9,1,1,48,0,0,24,1,0,2,41433,0,42
8/25/20,24,549,3,52,0,6,4,13,462,9,1,4712,6,9,6,1,2,8,2,2,6,6,13,22,78,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,623,0,0,623,99,6858,0,1777,18,1219,4,1805,0,27,52,28924,24,6163,1223,178467,1,377,16,41535,0,9,1,1,48,0,0,24,1,0,2,41449,1,43
8/26/20,23,572,3,52,0,6,4,13,485,9,1,4713,6,9,6,1,2,8,2,2,6,6,13,22,79,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,623,0,0,623,86,6944,0,1777,11,1230,2,1807,0,27,47,28971,20,6183,1163,179630,1,378,17,41552,0,9,1,1,48,0,0,24,1,0,3,41465,0,43
8/27/20,11,583,3,52,0,6,4,13,496,9,2,4715,6,9,6,1,2,8,2,2,6,6,13,22,81,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,624,0,0,624,120,7064,0,1777,11,1241,2,1809,0,27,25,28996,26,6209,1113,180743,0,378,12,41564,0,9,1,1,48,0,0,24,1,0,3,41477,0,43
8/28/20,17,600,3,52,0,6,4,13,513,9,3,4718,6,9,6,1,2,8,2,2,6,6,13,22,84,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,624,0,0,624,105,7169,0,1777,10,1251,6,1815,0,27,15,29011,36,6245,975,181718,1,379,9,41573,0,9,1,1,48,0,0,24,1,0,3,41486,0,43
8/29/20,11,611,3,52,0,6,4,13,524,9,3,4721,6,9,6,1,2,8,2,2,6,6,13,22,87,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,624,0,0,624,92,7261,0,1777,20,1271,3,1818,0,27,0,29011,39,6284,916,182634,0,379,12,41585,0,9,1,1,48,0,0,24,1,0,3,41498,1,44
8/30/20,41,652,3,52,0,6,4,13,565,9,1,4722,6,9,6,1,2,8,2,2,6,6,13,22,88,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,624,0,0,624,82,7343,0,1777,14,1285,1,1819,0,27,0,29011,42,6326,441,183075,3,382,1,41586,0,9,1,1,48,0,0,24,1,0,3,41499,0,44
8/31/20,5,657,3,52,0,6,4,13,570,9,1,4723,6,9,6,1,2,8,2,2,6,6,13,22,89,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,624,0,0,624,74,7417,0,1777,13,1298,3,1822,0,27,83,29094,44,6370,542,183617,2,384,3,41589,0,9,1,1,48,0,0,24,1,0,4,41501,0,44
9/1/20,6,663,3,52,0,6,4,13,576,9,1,4724,6,9,6,1,2,8,2,2,6,6,13,22,90,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,625,0,0,625,88,7505,0,1777,15,1313,2,1824,0,27,58,29152,47,6417,1027,184644,0,384,3,41592,0,9,1,1,48,0,0,24,1,0,4,41504,0,44
9/2/20,15,678,3,52,0,6,4,13,591,9,3,4727,6,9,6,1,2,8,2,2,6,6,13,22,93,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,626,0,0,626,111,7616,0,1777,14,1327,3,1827,0,27,42,29194,45,6462,1073,185717,3,387,10,41602,0,9,1,1,48,0,0,24,1,0,4,41514,0,44
9/3/20,59,737,3,52,0,6,4,13,650,9,1,4728,6,9,6,1,2,8,2,2,6,6,13,22,94,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,626,0,0,626,134,7750,0,1777,7,1334,2,1829,0,27,40,29234,49,6511,1030,186747,0,387,14,41616,0,9,1,1,48,0,0,24,1,0,5,41527,0,44
9/4/20,11,748,3,52,0,6,4,13,661,9,0,4728,6,9,6,1,2,8,2,2,6,6,13,22,94,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,627,0,0,627,82,7832,0,1777,18,1352,4,1833,0,27,184,29418,53,6564,957,187704,0,387,10,41626,0,9,1,1,48,0,0,24,1,0,5,41537,1,45
9/5/20,5,753,3,52,0,6,4,13,666,9,0,4728,6,9,6,1,2,8,2,2,6,6,13,22,94,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,627,0,0,627,108,7940,0,1777,9,1361,5,1838,0,27,0,29418,56,6620,757,188461,1,388,12,41638,0,9,1,1,48,0,0,24,1,0,5,41549,0,45
9/6/20,9,762,3,52,0,6,4,13,675,9,2,4730,6,9,6,1,2,8,2,2,6,6,13,22,96,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,627,0,0,627,85,8025,0,1777,5,1366,2,1840,0,27,0,29418,53,6673,469,188930,0,388,2,41640,0,9,1,1,48,0,0,24,1,0,5,41551,0,45
9/7/20,8,770,3,52,0,6,4,13,683,9,2,4732,6,9,6,1,2,8,2,2,6,6,13,22,98,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,628,0,0,628,105,8130,0,1777,11,1377,3,1843,0,27,98,29516,57,6730,314,189244,2,390,3,41643,0,9,1,1,48,0,0,24,1,0,5,41554,0,45
9/8/20,11,781,3,52,0,6,4,13,694,9,1,4733,6,9,6,1,2,8,2,2,6,6,13,22,99,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,628,0,0,628,100,8230,1,1778,21,1398,3,1846,0,27,78,29594,52,6782,457,189701,1,391,32,41675,0,9,1,1,48,0,0,24,1,0,5,41586,0,45
9/9/20,7,788,3,52,0,6,4,13,701,9,0,4733,6,9,6,1,2,8,2,2,6,6,13,22,99,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,628,0,0,628,106,8336,3,1781,14,1412,3,1849,0,27,34,29628,55,6837,1159,190860,2,393,8,41683,0,9,1,1,48,0,0,24,1,0,5,41594,0,45
9/10/20,9,797,3,52,0,6,4,13,710,9,0,4733,6,9,6,1,2,8,2,2,6,6,13,22,99,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,629,0,0,629,120,8456,0,1781,4,1416,3,1852,0,27,71,29699,58,6895,922,191782,5,398,14,41697,0,9,1,1,48,0,0,24,1,0,5,41608,0,45
9/11/20,6,803,3,52,0,6,4,13,716,9,0,4733,6,9,6,1,2,8,2,2,6,6,13,22,99,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,629,0,0,629,88,8544,0,1781,12,1428,3,1855,0,27,48,29747,56,6951,1154,192936,0,398,6,41703,0,9,1,1,48,0,0,24,1,0,5,41614,0,45
9/12/20,7,810,3,52,0,6,4,13,723,9,1,4734,6,9,6,1,2,8,2,2,6,6,13,22,100,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,630,0,0,630,106,8650,2,1783,13,1441,5,1860,0,27,0,29747,48,6999,710,193646,1,399,9,41712,0,9,1,1,48,0,0,24,1,0,5,41623,0,45
9/13/20,6,816,3,52,0,6,4,13,729,9,0,4734,6,9,6,1,2,8,2,2,6,6,13,22,100,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,631,0,0,631,73,8723,1,1784,7,1448,7,1867,0,27,0,29747,57,7056,428,194074,0,399,5,41717,0,9,1,1,48,0,0,24,1,0,5,41628,0,45
9/14/20,0,816,3,52,0,6,4,13,729,9,1,4735,6,9,6,1,2,8,2,2,6,6,13,22,101,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,633,0,0,633,118,8841,0,1784,7,1455,4,1871,0,27,101,29848,63,7119,434,194508,0,399,9,41726,0,9,1,1,48,0,0,24,1,0,5,41637,0,45
9/15/20,8,824,3,52,0,6,4,13,737,9,1,4736,6,9,6,1,2,8,2,2,6,6,13,22,102,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,633,0,0,633,124,8965,3,1787,8,1463,4,1875,0,27,156,30004,67,7186,1199,195707,2,401,27,41753,0,9,1,1,48,0,0,24,1,0,5,41664,0,45
9/16/20,8,832,3,52,0,6,4,13,745,9,0,4736,6,9,6,1,2,8,2,2,6,6,13,22,102,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,633,0,0,633,135,9100,1,1788,18,1481,3,1878,0,27,239,30243,63,7249,957,196664,1,402,20,41773,0,9,1,1,48,0,0,24,1,0,5,41684,0,45
9/17/20,5,837,3,52,0,6,4,13,750,9,0,4736,6,9,6,1,2,8,2,2,6,6,13,22,102,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,635,0,0,635,122,9222,1,1789,9,1490,10,1888,0,27,162,30405,66,7315,857,197521,0,402,21,41794,0,9,1,1,48,0,0,24,1,0,5,41705,1,46
9/18/20,7,844,3,52,0,6,4,13,757,9,1,4737,6,9,6,1,2,8,2,2,6,6,13,22,103,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,635,0,0,635,114,9336,3,1792,10,1500,6,1894,0,27,90,30495,62,7377,889,198410,1,403,27,41821,0,9,1,1,48,0,0,24,1,0,5,41732,0,46
9/19/20,5,849,3,53,0,6,4,13,761,9,0,4737,6,9,6,1,2,8,2,2,6,6,13,22,103,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,635,0,0,635,112,9448,0,1792,4,1504,5,1899,0,27,0,30495,68,7445,730,199140,1,404,27,41848,0,9,1,1,48,0,0,24,1,0,5,41759,0,46
9/20/20,2,851,3,53,0,6,4,13,763,9,0,4737,6,9,6,1,2,8,2,2,6,6,13,22,103,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,638,0,0,638,105,9553,0,1792,4,1508,13,1912,0,27,0,30495,61,7506,267,199407,0,404,18,41866,0,9,1,1,48,0,0,24,1,0,5,41777,0,46
9/21/20,3,854,3,53,0,6,4,13,766,9,0,4737,6,9,6,1,2,8,2,2,6,6,13,22,103,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,640,0,0,640,124,9677,0,1792,10,1518,8,1920,0,27,168,30663,68,7574,424,199831,1,405,11,41877,0,9,1,1,48,0,0,24,1,0,5,41788,0,46
9/22/20,5,859,3,53,0,6,4,13,771,9,0,4737,6,9,6,1,2,8,2,2,6,6,13,22,103,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,641,0,0,641,160,9837,0,1792,1,1519,5,1925,0,27,241,30904,65,7639,1028,200859,0,405,37,41914,0,9,1,1,48,0,0,24,1,0,5,41825,0,46
9/23/20,2,861,3,53,0,6,4,13,773,9,1,4738,6,9,6,1,2,8,2,2,6,6,13,22,104,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,643,0,0,643,140,9977,2,1794,6,1525,3,1928,0,27,130,31034,72,7711,1062,201921,1,406,37,41951,0,9,1,1,48,0,0,24,1,0,5,41862,1,47
9/24/20,8,869,3,53,0,6,4,13,781,9,0,4738,6,9,6,1,2,8,2,2,6,6,13,22,104,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,645,0,0,645,128,10105,3,1797,15,1540,3,1931,0,27,84,31118,74,7785,898,202819,1,407,40,41991,0,9,1,1,48,0,0,24,1,0,5,41902,0,47
9/25/20,1,870,3,53,0,6,4,13,782,9,1,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,647,0,0,647,113,10218,0,1797,4,1544,5,1936,0,27,114,31232,73,7858,941,203760,2,409,34,42025,0,9,1,1,48,0,0,24,1,0,5,41936,0,47
9/26/20,2,872,3,53,0,6,4,13,784,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,648,0,0,648,90,10308,5,1802,3,1547,8,1944,0,27,0,31232,71,7929,769,204529,2,411,35,42060,0,9,1,1,48,0,0,24,1,0,5,41971,0,47
9/27/20,3,875,3,53,0,6,4,13,787,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,649,0,0,649,78,10386,0,1802,2,1549,9,1953,0,27,0,31232,68,7997,315,204844,1,412,17,42077,0,9,1,1,48,0,0,24,1,0,5,41988,0,47
9/28/20,7,882,3,53,0,6,4,13,794,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,649,0,0,649,87,10473,0,1802,12,1561,4,1957,0,27,179,31411,65,8062,356,205200,1,413,13,42090,0,9,1,1,48,0,0,24,1,0,5,42001,0,47
9/29/20,4,886,3,53,0,6,4,13,798,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,650,0,0,650,128,10601,1,1803,7,1568,6,1963,0,27,0,31411,68,8130,863,206063,3,416,72,42162,0,9,1,1,48,0,0,24,1,0,6,42072,1,48
9/30/20,2,888,3,53,0,6,4,13,800,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,650,0,0,650,139,10740,1,1804,7,1575,8,1971,0,27,380,31791,65,8195,954,207017,3,419,71,42233,0,9,1,1,48,0,0,24,1,0,6,42143,0,48
10/1/20,2,890,3,53,0,6,4,13,802,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,651,0,0,651,116,10856,2,1806,5,1580,6,1977,0,27,182,31973,67,8262,869,207886,2,421,59,42292,0,9,1,1,48,0,0,24,1,0,6,42202,0,48
10/2/20,3,893,3,53,0,6,4,13,805,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,652,0,0,652,116,10972,-5,1801,11,1591,6,1983,0,27,113,32086,63,8325,854,208740,3,424,66,42358,0,9,1,1,48,0,0,24,1,0,6,42268,0,48
10/3/20,1,894,3,53,0,6,4,13,806,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,654,0,0,654,83,11055,9,1810,3,1594,12,1995,0,27,0,32086,59,8384,683,209423,2,426,49,42407,0,9,1,1,48,0,0,24,1,0,6,42317,0,48
10/4/20,0,894,3,53,0,6,4,13,806,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,658,0,0,658,96,11151,0,1810,4,1598,10,2005,0,27,0,32086,57,8441,374,209797,0,426,33,42440,0,9,1,1,48,0,0,24,1,0,6,42350,0,48
10/5/20,1,895,3,53,0,6,4,13,807,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,659,0,0,659,102,11253,0,1810,4,1602,13,2018,0,27,139,32225,57,8498,483,210280,3,429,19,42459,0,9,1,1,48,0,0,24,1,0,6,42369,0,48
10/6/20,2,897,3,53,0,6,4,13,809,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,663,0,0,663,121,11374,1,1811,7,1609,14,2032,0,27,261,32486,55,8553,685,210965,6,435,76,42535,0,9,1,1,48,0,0,24,1,0,6,42445,1,49
10/7/20,0,897,3,53,0,6,4,13,809,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,663,0,0,663,98,11472,5,1816,5,1614,8,2040,0,27,76,32562,56,8609,917,211882,1,436,70,42605,0,9,1,1,48,0,0,24,1,0,6,42515,0,49
10/8/20,0,897,3,53,0,6,4,13,809,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,665,0,0,665,108,11580,1,1817,3,1617,10,2050,0,27,126,32688,58,8667,991,212873,2,438,77,42682,0,9,1,1,48,0,0,24,1,0,6,42592,0,49
10/9/20,0,897,3,53,0,6,4,13,809,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,665,0,0,665,97,11677,4,1821,6,1623,12,2062,0,27,241,32929,55,8722,969,213842,4,442,87,42769,0,9,1,1,48,0,0,24,1,0,6,42679,0,49
10/10/20,1,898,3,53,0,6,4,13,810,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,667,0,0,667,88,11765,3,1824,3,1626,5,2067,0,27,0,32929,56,8778,659,214501,1,443,81,42850,0,9,1,1,48,0,0,24,1,0,6,42760,1,50
